hour,it_kW,cooling_kW,ambientC,wetbulbC
5206,300.000,145.861,17.00,15.00
5207,200.000,122.085,18.45,16.45
5208,250.000,133.424,20.00,18.00
5209,350.000,159.660,21.55,19.55
5210,500.000,213.595,23.00,21.00
5211,450.000,193.188,24.24,22.24
5212,300.000,145.946,25.20,23.20
5213,200.000,122.375,25.80,23.80
5214,250.000,133.822,26.00,24.00
5215,350.000,160.031,25.80,23.80
5216,500.000,213.707,25.20,23.20
5217,450.000,193.188,24.24,22.24
5218,300.000,145.861,23.00,21.00
5219,200.000,122.085,21.55,19.55
5220,250.000,133.424,20.00,18.00
5221,350.000,159.660,18.45,16.45
5222,500.000,213.595,17.00,15.00
5223,450.000,193.188,15.76,13.76
5224,300.000,145.861,14.80,12.80
5225,200.000,122.085,14.20,12.20
5226,250.000,133.424,14.00,12.00
5227,350.000,159.660,14.20,12.20
5228,500.000,213.595,14.80,12.80
5229,450.000,193.188,15.76,13.76
5230,300.000,145.861,17.00,15.00
5231,200.000,122.085,18.45,16.45
5232,250.000,133.424,20.00,18.00
5233,350.000,159.660,21.55,19.55
5234,500.000,213.595,23.00,21.00
5235,450.000,193.188,24.24,22.24
5236,300.000,145.946,25.20,23.20
5237,200.000,122.375,25.80,23.80
5238,250.000,133.822,26.00,24.00
5239,350.000,160.031,25.80,23.80
5240,500.000,213.707,25.20,23.20
5241,450.000,193.188,24.24,22.24
5242,300.000,145.861,23.00,21.00
5243,200.000,122.085,21.55,19.55
5244,250.000,133.424,20.00,18.00
5245,350.000,159.660,18.45,16.45
5246,500.000,213.595,17.00,15.00
5247,450.000,193.188,15.76,13.76
5248,300.000,145.861,14.80,12.80
5249,200.000,122.085,14.20,12.20
5250,250.000,133.424,14.00,12.00
5251,350.000,159.660,14.20,12.20
5252,500.000,213.595,14.80,12.80
5253,450.000,193.188,15.76,13.76
5254,300.000,145.861,17.00,15.00
5255,200.000,122.085,18.45,16.45
5256,250.000,133.424,20.00,18.00
5257,350.000,159.660,21.55,19.55
5258,500.000,213.595,23.00,21.00
5259,450.000,193.188,24.24,22.24
5260,300.000,145.946,25.20,23.20
5261,200.000,122.375,25.80,23.80
5262,250.000,133.822,26.00,24.00
5263,350.000,160.031,25.80,23.80
5264,500.000,213.707,25.20,23.20
5265,450.000,193.188,24.24,22.24
5266,300.000,145.861,23.00,21.00
5267,200.000,122.085,21.55,19.55
5268,250.000,133.424,20.00,18.00
5269,350.000,159.660,18.45,16.45
5270,500.000,213.595,17.00,15.00
5271,450.000,193.188,15.76,13.76
5272,300.000,145.861,14.80,12.80
5273,200.000,122.085,14.20,12.20
5274,250.000,133.424,14.00,12.00
5275,350.000,159.660,14.20,12.20
5276,500.000,213.595,14.80,12.80
5277,450.000,193.188,15.76,13.76
5278,300.000,145.861,17.00,15.00
5279,200.000,122.085,18.45,16.45
5280,250.000,133.424,20.00,18.00
5281,350.000,159.660,21.55,19.55
5282,500.000,213.595,23.00,21.00
5283,450.000,193.188,24.24,22.24
5284,300.000,145.946,25.20,23.20
5285,200.000,122.375,25.80,23.80
5286,250.000,133.822,26.00,24.00
5287,350.000,160.031,25.80,23.80
5288,500.000,213.707,25.20,23.20
5289,450.000,193.188,24.24,22.24
5290,300.000,145.861,23.00,21.00
5291,200.000,122.085,21.55,19.55
5292,250.000,133.424,20.00,18.00
5293,350.000,159.660,18.45,16.45
5294,500.000,213.595,17.00,15.00
5295,450.000,193.188,15.76,13.76
5296,300.000,145.861,14.80,12.80
5297,200.000,122.085,14.20,12.20
5298,250.000,133.424,14.00,12.00
5299,350.000,159.660,14.20,12.20
5300,500.000,213.595,14.80,12.80
5301,450.000,193.188,15.76,13.76
5302,300.000,145.861,17.00,15.00
5303,200.000,122.085,18.45,16.45
5304,250.000,133.424,20.00,18.00
5305,350.000,159.660,21.55,19.55
5306,500.000,213.595,23.00,21.00
5307,450.000,193.188,24.24,22.24
5308,300.000,145.946,25.20,23.20
5309,200.000,122.375,25.80,23.80
5310,250.000,133.822,26.00,24.00
5311,350.000,160.031,25.80,23.80
5312,500.000,213.707,25.20,23.20
5313,450.000,193.188,24.24,22.24
5314,300.000,145.861,23.00,21.00
5315,200.000,122.085,21.55,19.55
5316,250.000,133.424,20.00,18.00
5317,350.000,159.660,18.45,16.45
5318,500.000,213.595,17.00,15.00
5319,450.000,193.188,15.76,13.76
5320,300.000,145.861,14.80,12.80
5321,200.000,122.085,14.20,12.20
5322,250.000,133.424,14.00,12.00
5323,350.000,159.660,14.20,12.20
5324,500.000,213.595,14.80,12.80
5325,450.000,193.188,15.76,13.76
5326,300.000,145.861,17.00,15.00
5327,200.000,122.085,18.45,16.45
5328,250.000,133.424,20.00,18.00
5329,350.000,159.660,21.55,19.55
5330,500.000,213.595,23.00,21.00
5331,450.000,193.188,24.24,22.24
5332,300.000,145.946,25.20,23.20
5333,200.000,122.375,25.80,23.80
5334,250.000,133.822,26.00,24.00
5335,350.000,160.031,25.80,23.80
5336,500.000,213.707,25.20,23.20
5337,450.000,193.188,24.24,22.24
5338,300.000,145.861,23.00,21.00
5339,200.000,122.085,21.55,19.55
5340,250.000,133.424,20.00,18.00
5341,350.000,159.660,18.45,16.45
5342,500.000,213.595,17.00,15.00
5343,450.000,193.188,15.76,13.76
5344,300.000,145.861,14.80,12.80
5345,200.000,122.085,14.20,12.20
5346,250.000,133.424,14.00,12.00
5347,350.000,159.660,14.20,12.20
5348,500.000,213.595,14.80,12.80
5349,450.000,193.188,15.76,13.76
5350,300.000,145.861,17.00,15.00
5351,200.000,122.085,18.45,16.45
5352,250.000,133.424,20.00,18.00
5353,350.000,159.660,21.55,19.55
5354,500.000,213.595,23.00,21.00
5355,450.000,193.188,24.24,22.24
5356,300.000,145.946,25.20,23.20
5357,200.000,122.375,25.80,23.80
5358,250.000,133.822,26.00,24.00
5359,350.000,160.031,25.80,23.80
5360,500.000,213.707,25.20,23.20
5361,450.000,193.188,24.24,22.24
5362,300.000,145.861,23.00,21.00
5363,200.000,122.085,21.55,19.55
5364,250.000,133.424,20.00,18.00
5365,350.000,159.660,18.45,16.45
5366,500.000,213.595,17.00,15.00
5367,450.000,193.188,15.76,13.76
5368,300.000,145.861,14.80,12.80
5369,200.000,122.085,14.20,12.20
5370,250.000,133.424,14.00,12.00
5371,350.000,159.660,14.20,12.20
5372,500.000,213.595,14.80,12.80
5373,450.000,193.188,15.76,13.76
5374,300.000,145.861,17.00,15.00
5375,200.000,122.085,18.45,16.45
5376,250.000,133.424,20.00,18.00
5377,350.000,159.660,21.55,19.55
5378,500.000,213.595,23.00,21.00
5379,450.000,193.188,24.24,22.24
5380,300.000,145.946,25.20,23.20
5381,200.000,122.375,25.80,23.80
5382,250.000,133.822,26.00,24.00
5383,350.000,160.031,25.80,23.80
5384,500.000,213.707,25.20,23.20
5385,450.000,193.188,24.24,22.24
5386,300.000,145.861,23.00,21.00
5387,200.000,122.085,21.55,19.55
5388,250.000,133.424,20.00,18.00
5389,350.000,159.660,18.45,16.45
5390,500.000,213.595,17.00,15.00
5391,450.000,193.188,15.76,13.76
5392,300.000,145.861,14.80,12.80
5393,200.000,122.085,14.20,12.20
5394,250.000,133.424,14.00,12.00
5395,350.000,159.660,14.20,12.20
5396,500.000,213.595,14.80,12.80
5397,450.000,193.188,15.76,13.76
5398,300.000,145.861,17.00,15.00
5399,200.000,122.085,18.45,16.45
5400,250.000,133.424,20.00,18.00
5401,350.000,159.660,21.55,19.55
5402,500.000,213.595,23.00,21.00
5403,450.000,193.188,24.24,22.24
5404,300.000,145.946,25.20,23.20
5405,200.000,122.375,25.80,23.80
5406,250.000,133.822,26.00,24.00
5407,350.000,160.031,25.80,23.80
5408,500.000,213.707,25.20,23.20
5409,450.000,193.188,24.24,22.24
5410,300.000,145.861,23.00,21.00
5411,200.000,122.085,21.55,19.55
5412,250.000,133.424,20.00,18.00
5413,350.000,159.660,18.45,16.45
5414,500.000,213.595,17.00,15.00
5415,450.000,193.188,15.76,13.76
5416,300.000,145.861,14.80,12.80
5417,200.000,122.085,14.20,12.20
5418,250.000,133.424,14.00,12.00
5419,350.000,159.660,14.20,12.20
5420,500.000,213.595,14.80,12.80
5421,450.000,193.188,15.76,13.76
5422,300.000,145.861,17.00,15.00
5423,200.000,122.085,18.45,16.45
5424,250.000,133.424,20.00,18.00
5425,350.000,159.660,21.55,19.55
5426,500.000,213.595,23.00,21.00
5427,450.000,193.188,24.24,22.24
5428,300.000,145.946,25.20,23.20
5429,200.000,122.375,25.80,23.80
5430,250.000,133.822,26.00,24.00
5431,350.000,160.031,25.80,23.80
5432,500.000,213.707,25.20,23.20
5433,450.000,193.188,24.24,22.24
5434,300.000,145.861,23.00,21.00
5435,200.000,122.085,21.55,19.55
5436,250.000,133.424,20.00,18.00
5437,350.000,159.660,18.45,16.45
5438,500.000,213.595,17.00,15.00
5439,450.000,193.188,15.76,13.76
5440,300.000,145.861,14.80,12.80
5441,200.000,122.085,14.20,12.20
5442,250.000,133.424,14.00,12.00
5443,350.000,159.660,14.20,12.20
5444,500.000,213.595,14.80,12.80
5445,450.000,193.188,15.76,13.76
5446,300.000,145.861,17.00,15.00
5447,200.000,122.085,18.45,16.45
5448,250.000,133.424,20.00,18.00
5449,350.000,159.660,21.55,19.55
5450,500.000,213.595,23.00,21.00
5451,450.000,193.188,24.24,22.24
5452,300.000,145.946,25.20,23.20
5453,200.000,122.375,25.80,23.80
5454,250.000,133.822,26.00,24.00
5455,350.000,160.031,25.80,23.80
5456,500.000,213.707,25.20,23.20
5457,450.000,193.188,24.24,22.24
5458,300.000,145.861,23.00,21.00
5459,200.000,122.085,21.55,19.55
5460,250.000,133.424,20.00,18.00
5461,350.000,159.660,18.45,16.45
5462,500.000,213.595,17.00,15.00
5463,450.000,193.188,15.76,13.76
5464,300.000,145.861,14.80,12.80
5465,200.000,122.085,14.20,12.20
5466,250.000,133.424,14.00,12.00
5467,350.000,159.660,14.20,12.20
5468,500.000,213.595,14.80,12.80
5469,450.000,193.188,15.76,13.76
5470,300.000,145.861,17.00,15.00
5471,200.000,122.085,18.45,16.45
5472,250.000,133.424,20.00,18.00
5473,350.000,159.660,21.55,19.55
5474,500.000,213.595,23.00,21.00
5475,450.000,193.188,24.24,22.24
5476,300.000,145.946,25.20,23.20
5477,200.000,122.375,25.80,23.80
5478,250.000,133.822,26.00,24.00
5479,350.000,160.031,25.80,23.80
5480,500.000,213.707,25.20,23.20
5481,450.000,193.188,24.24,22.24
5482,300.000,145.861,23.00,21.00
5483,200.000,122.085,21.55,19.55
5484,250.000,133.424,20.00,18.00
5485,350.000,159.660,18.45,16.45
5486,500.000,213.595,17.00,15.00
5487,450.000,193.188,15.76,13.76
5488,300.000,145.861,14.80,12.80
5489,200.000,122.085,14.20,12.20
5490,250.000,133.424,14.00,12.00
5491,350.000,159.660,14.20,12.20
5492,500.000,213.595,14.80,12.80
5493,450.000,193.188,15.76,13.76
5494,300.000,145.861,17.00,15.00
5495,200.000,122.085,18.45,16.45
5496,250.000,133.424,20.00,18.00
5497,350.000,159.660,21.55,19.55
5498,500.000,213.595,23.00,21.00
5499,450.000,193.188,24.24,22.24
5500,300.000,145.946,25.20,23.20
5501,200.000,122.375,25.80,23.80
5502,250.000,133.822,26.00,24.00
5503,350.000,160.031,25.80,23.80
5504,500.000,213.707,25.20,23.20
5505,450.000,193.188,24.24,22.24
5506,300.000,145.861,23.00,21.00
5507,200.000,122.085,21.55,19.55
5508,250.000,133.424,20.00,18.00
5509,350.000,159.660,18.45,16.45
5510,500.000,213.595,17.00,15.00
5511,450.000,193.188,15.76,13.76
5512,300.000,145.861,14.80,12.80
5513,200.000,122.085,14.20,12.20
5514,250.000,133.424,14.00,12.00
5515,350.000,159.660,14.20,12.20
5516,500.000,213.595,14.80,12.80
5517,450.000,193.188,15.76,13.76
5518,300.000,145.861,17.00,15.00
5519,200.000,122.085,18.45,16.45
5520,250.000,133.424,20.00,18.00
5521,350.000,159.660,21.55,19.55
5522,500.000,213.595,23.00,21.00
5523,450.000,193.188,24.24,22.24
5524,300.000,145.946,25.20,23.20
5525,200.000,122.375,25.80,23.80
5526,250.000,133.822,26.00,24.00
5527,350.000,160.031,25.80,23.80
5528,500.000,213.707,25.20,23.20
5529,450.000,193.188,24.24,22.24
5530,300.000,145.861,23.00,21.00
5531,200.000,122.085,21.55,19.55
5532,250.000,133.424,20.00,18.00
5533,350.000,159.660,18.45,16.45
5534,500.000,213.595,17.00,15.00
5535,450.000,193.188,15.76,13.76
5536,300.000,145.861,14.80,12.80
5537,200.000,122.085,14.20,12.20
5538,250.000,133.424,14.00,12.00
5539,350.000,159.660,14.20,12.20
5540,500.000,213.595,14.80,12.80
5541,450.000,193.188,15.76,13.76
5542,300.000,145.861,17.00,15.00
5543,200.000,122.085,18.45,16.45
5544,250.000,133.424,20.00,18.00
5545,350.000,159.660,21.55,19.55
5546,500.000,213.595,23.00,21.00
5547,450.000,193.188,24.24,22.24
5548,300.000,145.946,25.20,23.20
5549,200.000,122.375,25.80,23.80
5550,250.000,133.822,26.00,24.00
5551,350.000,160.031,25.80,23.80
5552,500.000,213.707,25.20,23.20
5553,450.000,193.188,24.24,22.24
5554,300.000,145.861,23.00,21.00
5555,200.000,122.085,21.55,19.55
5556,250.000,133.424,20.00,18.00
5557,350.000,159.660,18.45,16.45
5558,500.000,213.595,17.00,15.00
5559,450.000,193.188,15.76,13.76
5560,300.000,145.861,14.80,12.80
5561,200.000,122.085,14.20,12.20
5562,250.000,133.424,14.00,12.00
5563,350.000,159.660,14.20,12.20
5564,500.000,213.595,14.80,12.80
5565,450.000,193.188,15.76,13.76
5566,300.000,145.861,17.00,15.00
5567,200.000,122.085,18.45,16.45
5568,250.000,133.424,20.00,18.00
5569,350.000,159.660,21.55,19.55
5570,500.000,213.595,23.00,21.00
5571,450.000,193.188,24.24,22.24
5572,300.000,145.946,25.20,23.20
5573,200.000,122.375,25.80,23.80
5574,250.000,133.822,26.00,24.00
5575,350.000,160.031,25.80,23.80
5576,500.000,213.707,25.20,23.20
5577,450.000,193.188,24.24,22.24
5578,300.000,145.861,23.00,21.00
5579,200.000,122.085,21.55,19.55
5580,250.000,133.424,20.00,18.00
5581,350.000,159.660,18.45,16.45
5582,500.000,213.595,17.00,15.00
5583,450.000,193.188,15.76,13.76
5584,300.000,145.861,14.80,12.80
5585,200.000,122.085,14.20,12.20
5586,250.000,133.424,14.00,12.00
5587,350.000,159.660,14.20,12.20
5588,500.000,213.595,14.80,12.80
5589,450.000,193.188,15.76,13.76
5590,300.000,145.861,17.00,15.00
5591,200.000,122.085,18.45,16.45
5592,250.000,133.424,20.00,18.00
5593,350.000,159.660,21.55,19.55
5594,500.000,213.595,23.00,21.00
5595,450.000,193.188,24.24,22.24
5596,300.000,145.946,25.20,23.20
5597,200.000,122.375,25.80,23.80
5598,250.000,133.822,26.00,24.00
5599,350.000,160.031,25.80,23.80
5600,500.000,213.707,25.20,23.20
5601,450.000,193.188,24.24,22.24
5602,300.000,145.861,23.00,21.00
5603,200.000,122.085,21.55,19.55
5604,250.000,133.424,20.00,18.00
5605,350.000,159.660,18.45,16.45
5606,500.000,213.595,17.00,15.00
5607,450.000,193.188,15.76,13.76
5608,300.000,145.861,14.80,12.80
5609,200.000,122.085,14.20,12.20
5610,250.000,133.424,14.00,12.00
5611,350.000,159.660,14.20,12.20
5612,500.000,213.595,14.80,12.80
5613,450.000,193.188,15.76,13.76
5614,300.000,145.861,17.00,15.00
5615,200.000,122.085,18.45,16.45
5616,250.000,133.424,20.00,18.00
5617,350.000,159.660,21.55,19.55
5618,500.000,213.595,23.00,21.00
5619,450.000,193.188,24.24,22.24
5620,300.000,145.946,25.20,23.20
5621,200.000,122.375,25.80,23.80
5622,250.000,133.822,26.00,24.00
5623,350.000,160.031,25.80,23.80
5624,500.000,213.707,25.20,23.20
5625,450.000,193.188,24.24,22.24
5626,300.000,145.861,23.00,21.00
5627,200.000,122.085,21.55,19.55
5628,250.000,133.424,20.00,18.00
5629,350.000,159.660,18.45,16.45
5630,500.000,213.595,17.00,15.00
5631,450.000,193.188,15.76,13.76
5632,300.000,145.861,14.80,12.80
5633,200.000,122.085,14.20,12.20
5634,250.000,133.424,14.00,12.00
5635,350.000,159.660,14.20,12.20
5636,500.000,213.595,14.80,12.80
5637,450.000,193.188,15.76,13.76
5638,300.000,145.861,17.00,15.00
5639,200.000,122.085,18.45,16.45
5640,250.000,133.424,20.00,18.00
5641,350.000,159.660,21.55,19.55
5642,500.000,213.595,23.00,21.00
5643,450.000,193.188,24.24,22.24
5644,300.000,145.946,25.20,23.20
5645,200.000,122.375,25.80,23.80
5646,250.000,133.822,26.00,24.00
5647,350.000,160.031,25.80,23.80
5648,500.000,213.707,25.20,23.20
5649,450.000,193.188,24.24,22.24
5650,300.000,145.861,23.00,21.00
5651,200.000,122.085,21.55,19.55
5652,250.000,133.424,20.00,18.00
5653,350.000,159.660,18.45,16.45
5654,500.000,213.595,17.00,15.00
5655,450.000,193.188,15.76,13.76
5656,300.000,145.861,14.80,12.80
5657,200.000,122.085,14.20,12.20
5658,250.000,133.424,14.00,12.00
5659,350.000,159.660,14.20,12.20
5660,500.000,213.595,14.80,12.80
5661,450.000,193.188,15.76,13.76
5662,300.000,145.861,17.00,15.00
5663,200.000,122.085,18.45,16.45
5664,250.000,133.424,20.00,18.00
5665,350.000,159.660,21.55,19.55
5666,500.000,213.595,23.00,21.00
5667,450.000,193.188,24.24,22.24
5668,300.000,145.946,25.20,23.20
5669,200.000,122.375,25.80,23.80
5670,250.000,133.822,26.00,24.00
5671,350.000,160.031,25.80,23.80
5672,500.000,213.707,25.20,23.20
5673,450.000,193.188,24.24,22.24
5674,300.000,145.861,23.00,21.00
5675,200.000,122.085,21.55,19.55
5676,250.000,133.424,20.00,18.00
5677,350.000,159.660,18.45,16.45
5678,500.000,213.595,17.00,15.00
5679,450.000,193.188,15.76,13.76
5680,300.000,145.861,14.80,12.80
5681,200.000,122.085,14.20,12.20
5682,250.000,133.424,14.00,12.00
5683,350.000,159.660,14.20,12.20
5684,500.000,213.595,14.80,12.80
5685,450.000,193.188,15.76,13.76
5686,300.000,145.861,17.00,15.00
5687,200.000,122.085,18.45,16.45
5688,250.000,133.424,20.00,18.00
5689,350.000,159.660,21.55,19.55
5690,500.000,213.595,23.00,21.00
5691,450.000,193.188,24.24,22.24
5692,300.000,145.946,25.20,23.20
5693,200.000,122.375,25.80,23.80
5694,250.000,133.822,26.00,24.00
5695,350.000,160.031,25.80,23.80
5696,500.000,213.707,25.20,23.20
5697,450.000,193.188,24.24,22.24
5698,300.000,145.861,23.00,21.00
5699,200.000,122.085,21.55,19.55
5700,250.000,133.424,20.00,18.00
5701,350.000,159.660,18.45,16.45
5702,500.000,213.595,17.00,15.00
5703,450.000,193.188,15.76,13.76
5704,300.000,145.861,14.80,12.80
5705,200.000,122.085,14.20,12.20
5706,250.000,133.424,14.00,12.00
5707,350.000,159.660,14.20,12.20
5708,500.000,213.595,14.80,12.80
5709,450.000,193.188,15.76,13.76
5710,300.000,145.861,17.00,15.00
5711,200.000,122.085,18.45,16.45
5712,250.000,133.424,20.00,18.00
5713,350.000,159.660,21.55,19.55
5714,500.000,213.595,23.00,21.00
5715,450.000,193.188,24.24,22.24
5716,300.000,145.946,25.20,23.20
5717,200.000,122.375,25.80,23.80
5718,250.000,133.822,26.00,24.00
5719,350.000,160.031,25.80,23.80
5720,500.000,213.707,25.20,23.20
5721,450.000,193.188,24.24,22.24
5722,300.000,145.861,23.00,21.00
5723,200.000,122.085,21.55,19.55
5724,250.000,133.424,20.00,18.00
5725,350.000,159.660,18.45,16.45
5726,500.000,213.595,17.00,15.00
5727,450.000,193.188,15.76,13.76
5728,300.000,145.861,14.80,12.80
5729,200.000,122.085,14.20,12.20
5730,250.000,133.424,14.00,12.00
5731,350.000,159.660,14.20,12.20
5732,500.000,213.595,14.80,12.80
5733,450.000,193.188,15.76,13.76
5734,300.000,145.861,17.00,15.00
5735,200.000,122.085,18.45,16.45
5736,250.000,133.424,20.00,18.00
5737,350.000,159.660,21.55,19.55
5738,500.000,213.595,23.00,21.00
5739,450.000,193.188,24.24,22.24
5740,300.000,145.946,25.20,23.20
5741,200.000,122.375,25.80,23.80
5742,250.000,133.822,26.00,24.00
5743,350.000,160.031,25.80,23.80
5744,500.000,213.707,25.20,23.20
5745,450.000,193.188,24.24,22.24
5746,300.000,145.861,23.00,21.00
5747,200.000,122.085,21.55,19.55
5748,250.000,133.424,20.00,18.00
5749,350.000,159.660,18.45,16.45
5750,500.000,213.595,17.00,15.00
5751,450.000,193.188,15.76,13.76
5752,300.000,145.861,14.80,12.80
5753,200.000,122.085,14.20,12.20
5754,250.000,133.424,14.00,12.00
5755,350.000,159.660,14.20,12.20
5756,500.000,213.595,14.80,12.80
5757,450.000,193.188,15.76,13.76
5758,300.000,145.861,17.00,15.00
5759,200.000,122.085,18.45,16.45
5760,250.000,133.424,20.00,18.00
5761,350.000,159.660,21.55,19.55
5762,500.000,213.595,23.00,21.00
5763,450.000,193.188,24.24,22.24
5764,300.000,145.946,25.20,23.20
5765,200.000,122.375,25.80,23.80
5766,250.000,133.822,26.00,24.00
5767,350.000,160.031,25.80,23.80
5768,500.000,213.707,25.20,23.20
5769,450.000,193.188,24.24,22.24
5770,300.000,145.861,23.00,21.00
5771,200.000,122.085,21.55,19.55
5772,250.000,133.424,20.00,18.00
5773,350.000,159.660,18.45,16.45
5774,500.000,213.595,17.00,15.00
5775,450.000,193.188,15.76,13.76
5776,300.000,145.861,14.80,12.80
5777,200.000,122.085,14.20,12.20
5778,250.000,133.424,14.00,12.00
5779,350.000,159.660,14.20,12.20
5780,500.000,213.595,14.80,12.80
5781,450.000,193.188,15.76,13.76
5782,300.000,145.861,17.00,15.00
5783,200.000,122.085,18.45,16.45
5784,250.000,133.424,20.00,18.00
5785,350.000,159.660,21.55,19.55
5786,500.000,213.595,23.00,21.00
5787,450.000,193.188,24.24,22.24
5788,300.000,145.946,25.20,23.20
5789,200.000,122.375,25.80,23.80
5790,250.000,133.822,26.00,24.00
5791,350.000,160.031,25.80,23.80
5792,500.000,213.707,25.20,23.20
5793,450.000,193.188,24.24,22.24
5794,300.000,145.861,23.00,21.00
5795,200.000,122.085,21.55,19.55
5796,250.000,133.424,20.00,18.00
5797,350.000,159.660,18.45,16.45
5798,500.000,213.595,17.00,15.00
5799,450.000,193.188,15.76,13.76
5800,300.000,145.861,14.80,12.80
5801,200.000,122.085,14.20,12.20
5802,250.000,133.424,14.00,12.00
5803,350.000,159.660,14.20,12.20
5804,500.000,213.595,14.80,12.80
5805,450.000,193.188,15.76,13.76
5806,300.000,145.861,17.00,15.00
5807,200.000,122.085,18.45,16.45
5808,250.000,133.424,20.00,18.00
5809,350.000,159.660,21.55,19.55
5810,500.000,213.595,23.00,21.00
5811,450.000,193.188,24.24,22.24
5812,300.000,145.946,25.20,23.20
5813,200.000,122.375,25.80,23.80
5814,250.000,133.822,26.00,24.00
5815,350.000,160.031,25.80,23.80
5816,500.000,213.707,25.20,23.20
5817,450.000,193.188,24.24,22.24
5818,300.000,145.861,23.00,21.00
5819,200.000,122.085,21.55,19.55
5820,250.000,133.424,20.00,18.00
5821,350.000,159.660,18.45,16.45
5822,500.000,213.595,17.00,15.00
5823,450.000,193.188,15.76,13.76
5824,300.000,145.861,14.80,12.80
5825,200.000,122.085,14.20,12.20
5826,250.000,133.424,14.00,12.00
5827,350.000,159.660,14.20,12.20
5828,500.000,213.595,14.80,12.80
5829,450.000,193.188,15.76,13.76
5830,300.000,145.861,17.00,15.00
5831,200.000,122.085,18.45,16.45
5832,250.000,133.424,20.00,18.00
5833,350.000,159.660,21.55,19.55
5834,500.000,213.595,23.00,21.00
